task_id,arc_id,solver_name,solver_exists,solver_lines,dsl_call_count,dsl_primitives,train_pass,train_total,test_pass,test_total,arc_gen_pass,arc_gen_total,official_pass,all_examples_pass,current_node_count,current_memory_proxy,current_cost_proxy,current_utility_proxy,compile_priority,errors
task188,7b7f7511,solve_7b7f7511,true,5,3,"branch,portrait,x2",3,3,1,1,250,262,true,false,41,11276,11324,15.665320,3.111559882077263,arc-gen[0]:output_mismatch;arc-gen[147]:output_mismatch;arc-gen[153]:output_mismatch;arc-gen[168]:output_mismatch;arc-gen[170]:output_mismatch;arc-gen[172]:output_mismatch;arc-gen[173]:output_mismatch;arc-gen[180]:output_mismatch
task067,2dee498d,solve_2dee498d,true,4,2,"first,hsplit",3,3,1,1,262,262,true,true,7,414,447,18.897441,3.0512792973067846,
task269,ac0a08a4,solve_ac0a08a4,true,5,3,"colorcount,subtract,upscale",3,3,1,1,262,262,true,true,31,8830,8926,15.903276,3.0322412150630718,
task135,5bd6f4ac,solve_5bd6f4ac,true,4,2,"crop,tojvec",4,4,1,1,261,261,true,true,2,360,360,19.113896,2.943052015725078,
task029,1c786137,solve_1c786137,true,6,4,"argmax,objects,subgrid,trim",3,3,1,1,228,262,true,false,88,97755,97925,13.508043,2.872989289633508,arc-gen[1]:output_mismatch;arc-gen[10]:output_mismatch;arc-gen[11]:output_mismatch;arc-gen[14]:output_mismatch;arc-gen[35]:output_mismatch;arc-gen[47]:output_mismatch;arc-gen[54]:output_mismatch;arc-gen[55]:output_mismatch
task384,f25fbde4,solve_f25fbde4,true,6,4,"first,objects,subgrid,upscale",3,3,1,1,262,262,true,true,39,75464,75570,13.767185,2.8082036645036914,
task095,4258a5f9,solve_4258a5f9,true,5,3,"fill,mapply,ofcolor",2,2,1,1,262,262,true,true,1,3640,4550,16.577117,2.807627503981666,
task139,60b61512,solve_60b61512,true,5,3,"fill,mapply,objects",2,2,1,1,262,262,true,true,33,4270,4444,16.600690,2.799770050253173,
task116,4c4377d9,solve_4c4377d9,true,4,2,"hmirror,vconcat",4,4,1,1,262,262,true,true,1,240,270,19.401578,2.799210979499188,
task164,6d0aefbc,solve_6d0aefbc,true,4,2,"hconcat,vmirror",4,4,1,1,262,262,true,true,1,240,270,19.401578,2.799210979499188,
task172,6fa7a44f,solve_6fa7a44f,true,4,2,"hmirror,vconcat",4,4,1,1,262,262,true,true,1,240,270,19.401578,2.799210979499188,
task210,8be77c9e,solve_8be77c9e,true,4,2,"hmirror,vconcat",3,3,1,1,262,262,true,true,1,240,270,19.401578,2.799210979499188,
task311,c9e6f938,solve_c9e6f938,true,4,2,"hconcat,vmirror",3,3,1,1,262,262,true,true,1,240,270,19.401578,2.799210979499188,
task177,7468f01a,solve_7468f01a,true,6,4,"first,objects,subgrid,vmirror",3,3,1,1,260,261,true,false,33,61902,62004,13.965046,2.7587385445187964,arc-gen[232]:output_mismatch
task097,42a50994,solve_42a50994,true,6,4,"cover,merge,objects,sizefilter",4,4,1,1,262,262,true,true,14,55822,55832,14.069898,2.732525615174247,
task081,3aa6fb7a,solve_3aa6fb7a,true,5,3,"mapply,objects,underfill",2,2,1,1,261,261,true,true,35,2716,2825,17.053736,2.64875454786018,
task065,2dc579da,solve_2dc579da,true,6,4,"argmax,mapply,rbind,vsplit",3,3,1,1,226,262,true,false,37,35338,35401,14.525505,2.6186238368276133,arc-gen[1]:output_mismatch;arc-gen[2]:output_mismatch;arc-gen[16]:output_mismatch;arc-gen[19]:output_mismatch;arc-gen[42]:output_mismatch;arc-gen[53]:output_mismatch;arc-gen[55]:output_mismatch;arc-gen[58]:output_mismatch
task278,b27ca6d3,solve_b27ca6d3,true,6,4,"fill,mapply,objects,sizefilter",2,2,1,1,262,262,true,true,16,31018,31380,14.646074,2.588481506571756,
task132,56ff96f3,solve_56ff96f3,true,6,4,"fgpartition,fork,mapply,paint",4,4,1,1,262,262,true,true,38,29696,29760,14.699080,2.575230122236757,
task057,28bf18c6,solve_28bf18c6,true,6,4,"first,hconcat,objects,subgrid",3,3,1,1,261,261,true,true,16,29437,29457,14.709313,2.57267171295935,
task271,ae4f1146,solve_ae4f1146,true,6,4,"argmax,objects,rbind,subgrid",4,4,1,1,262,262,true,true,22,29304,29367,14.712373,2.571906718482385,
task102,44d8ac46,solve_44d8ac46,true,6,4,"apply,fill,mfilter,objects",4,4,1,1,262,262,true,true,48,13353,13884,15.461508,2.3846230942454194,
task216,8efcae92,solve_8efcae92,true,7,5,"argmax,colorfilter,compose,objects,subgrid",3,3,1,1,208,262,true,false,268,104260,104360,13.444398,2.311120347850133,arc-gen[2]:output_mismatch;arc-gen[3]:output_mismatch;arc-gen[8]:output_mismatch;arc-gen[14]:output_mismatch;arc-gen[16]:output_mismatch;arc-gen[23]:output_mismatch;arc-gen[27]:output_mismatch;arc-gen[28]:output_mismatch
task083,3af2c5a8,solve_3af2c5a8,true,6,4,"hconcat,hmirror,vconcat,vmirror",3,3,1,1,262,262,true,true,1,7200,9000,15.895020,2.276244964079589,
task108,46f33fce,solve_46f33fce,true,6,4,"downscale,rot180,upscale",3,3,1,1,262,262,true,true,1,7200,9000,15.895020,2.276244964079589,
task142,62c24649,solve_62c24649,true,6,4,"hconcat,hmirror,vconcat,vmirror",3,3,1,1,262,262,true,true,1,7200,9000,15.895020,2.276244964079589,
task152,67e8384a,solve_67e8384a,true,6,4,"hconcat,hmirror,vconcat,vmirror",4,4,1,1,262,262,true,true,1,7200,9000,15.895020,2.276244964079589,
task259,a740d043,solve_a740d043,true,6,4,"merge,objects,replace,subgrid",3,3,1,1,262,262,true,true,30,7125,7175,16.121642,2.219589510156956,
task352,dc1df850,solve_dc1df850,true,6,4,"colorfilter,fill,mapply,objects",3,3,1,1,262,262,true,true,11,6808,6834,16.170335,2.2074163581688087,
task073,3618c87e,solve_3618c87e,true,6,4,"merge,move,objects,sizefilter",3,3,1,1,11,11,true,true,1,3640,4550,16.577117,2.1057206279862495,
task098,4347f46a,solve_4347f46a,true,6,4,"fill,fork,mapply,objects",3,3,1,1,262,262,true,true,1,3640,4550,16.577117,2.1057206279862495,
task120,50cb2852,solve_50cb2852,true,6,4,"compose,fill,mapply,objects",3,3,1,1,262,262,true,true,1,3640,4550,16.577117,2.1057206279862495,
task317,ce22a75a,solve_ce22a75a,true,6,4,"apply,fill,mapply,objects",2,2,1,1,262,262,true,true,1,3600,4500,16.588167,2.102958168939603,
task244,9f236235,solve_9f236235,true,7,5,"compress,downscale,objects,valmin,vmirror",3,3,1,1,262,262,true,true,66,32373,32458,14.612298,2.0775404449751655,
task032,1e0a9b12,solve_1e0a9b12,true,6,4,"apply,rbind,rot270,rot90",3,3,1,1,262,262,true,true,19,3676,3745,16.771823,2.0570442239878304,
task146,662c240a,solve_662c240a,true,6,4,"compose,extract,fork,vsplit",4,4,1,1,262,262,true,true,29,2411,2435,17.202298,1.9494255088791723,
task251,a5313dff,solve_a5313dff,true,8,6,"colorfilter,compose,fill,mfilter,objects,rbind",3,3,1,1,262,262,true,true,53,100714,100734,13.479761,1.9200397763774089,
task002,00d62c1b,solve_00d62c1b,true,8,6,"colorfilter,compose,fill,mfilter,objects,rbind",5,5,1,1,262,262,true,true,95,97872,97965,13.507634,1.9153942585008112,
task187,7b6016b9,solve_7b6016b9,true,8,6,"compose,fill,mfilter,objects,rbind,replace",3,3,1,1,254,262,true,false,85,84682,85594,13.642630,1.892895077702538,arc-gen[14]:output_mismatch;arc-gen[53]:output_mismatch;arc-gen[77]:output_mismatch;arc-gen[101]:output_mismatch;arc-gen[150]:output_mismatch;arc-gen[217]:output_mismatch;arc-gen[222]:output_mismatch;arc-gen[249]:output_mismatch
task019,10fcaaa3,solve_10fcaaa3,true,8,6,"hconcat,leastcolor,mapply,ofcolor,underfill,vconcat",4,4,1,1,262,262,true,true,32,81776,81846,13.687405,1.8854324519535293,
task053,25ff71a9,solve_25ff71a9,true,5,3,"first,move,objects",4,4,2,2,54,54,true,true,1,240,270,19.401578,1.8661406529994586,
task385,f25ffba3,solve_f25ffba3,true,5,3,"bottomhalf,hmirror,vconcat",2,2,1,1,262,262,true,true,1,240,270,19.401578,1.8661406529994586,
task094,41e4d17e,solve_41e4d17e,true,7,5,"compose,fork,mapply,objects,underfill",2,2,1,1,262,262,true,true,25,10780,10892,15.704216,1.8591567707587302,
task267,aabf363d,solve_aabf363d,true,6,4,"leastcolor,replace",2,2,1,1,261,261,true,true,11,1428,1475,17.703587,1.8241033171934795,
task039,2013d3e2,solve_2013d3e2,true,7,5,"first,lefthalf,objects,subgrid,tophalf",2,2,1,1,261,261,true,true,14,7964,7992,16.013804,1.7972392640656778,
task372,e98196ab,solve_e98196ab,true,7,5,"bottomhalf,merge,objects,paint,tophalf",3,3,1,1,262,262,true,true,9,7965,7978,16.015557,1.79688860649307,
task224,928ad970,solve_928ad970,true,8,6,"fill,inbox,leastcolor,ofcolor,subgrid,trim",3,3,1,1,262,262,true,true,55,45784,45966,14.264343,1.7892762119574792,
task045,22eb0ac0,solve_22eb0ac0,true,7,5,"apply,fgpartition,fork,mfilter,paint",3,3,1,1,261,261,true,true,14,7600,7625,16.060812,1.7878375202951227,
task325,d0f5fe59,solve_d0f5fe59,true,8,6,"astuple,canvas,fill,objects,shoot,size",3,3,1,1,262,262,true,true,39,43214,45116,14.283008,1.7861653716266346,
task100,445eab21,solve_445eab21,true,7,5,"argmax,canvas,color,fork,objects",3,3,1,1,262,262,true,true,28,6785,6828,16.171213,1.7657574167828662,
task261,a79310a0,solve_a79310a0,true,6,4,"first,move,objects,replace",3,3,1,1,124,261,true,false,1,800,1000,18.092245,1.7269388197455342,arc-gen[0]:output_mismatch;arc-gen[5]:output_mismatch;arc-gen[11]:output_mismatch;arc-gen[12]:output_mismatch;arc-gen[13]:output_mismatch;arc-gen[16]:output_mismatch;arc-gen[19]:output_mismatch;arc-gen[20]:output_mismatch
task320,ce9e57f2,solve_ce9e57f2,true,7,5,"fill,fork,mapply,objects,switch",3,3,1,1,262,262,true,true,19,5473,5614,16.366981,1.7266037513843657,
task171,6f8cd79b,solve_6f8cd79b,true,7,5,"apply,asindices,fill,mfilter,rbind",4,4,1,1,49,49,true,true,1,3640,4550,16.577117,1.6845765023889996,
task294,bb43febb,solve_bb43febb,true,7,5,"colorfilter,compose,fill,mapply,objects",2,2,1,1,262,262,true,true,1,3640,4550,16.577117,1.6845765023889996,
task243,9edfc990,solve_9edfc990,true,9,7,"colorfilter,mfilter,objects,ofcolor,paint,rbind,recolor",3,3,1,1,261,261,true,true,135,109668,109770,13.393857,1.658020363811623,
task203,85c4e7cd,solve_85c4e7cd,true,9,7,"apply,compose,mpapply,objects,order,paint",4,4,1,1,262,262,true,true,36,90566,91256,13.578576,1.631632003243962,
task128,5521c0d9,solve_5521c0d9,true,9,7,"chain,cover,fork,mapply,merge,objects,paint",3,3,1,1,262,262,true,true,20,81701,81775,13.688273,1.6159609789152263,
task037,1f876c06,solve_1f876c06,true,9,7,"compose,fgpartition,fork,mapply,paint,power",3,3,1,1,262,262,true,true,27,72160,80486,13.704161,1.613691219319793,
task011,09629e4f,solve_09629e4f,true,9,7,"argmin,fill,normalize,objects,ofcolor,paint,upscale",4,4,1,1,262,262,true,true,52,68650,70981,13.829832,1.5957382163681246,
task125,543a7ed5,solve_543a7ed5,true,8,6,"colorfilter,fill,mapply,objects",2,2,1,1,262,262,true,true,28,13563,13809,15.466924,1.588845972080892,
task374,ea32f347,solve_ea32f347,true,8,6,"argmax,argmin,fill,objects,replace",4,4,1,1,262,262,true,true,45,13662,13796,15.467866,1.588688995676122,
task290,b94a9452,solve_b94a9452,true,8,6,"first,leastcolor,mostcolor,objects,subgrid,switch",3,3,1,1,262,262,true,true,32,11911,12005,15.606921,1.5655130847758922,
task078,3906de3d,solve_3906de3d,true,8,6,"apply,cmirror,rbind,rot270,switch",3,3,1,1,262,262,true,true,25,11676,11712,15.631631,1.561394872700182,
task360,e3497940,solve_e3497940,true,8,6,"lefthalf,merge,objects,paint,righthalf,vmirror",3,3,1,1,262,262,true,true,13,11322,11348,15.663203,1.5561327993214569,
task272,aedd82e4,solve_aedd82e4,true,7,5,"colorfilter,fill,merge,objects,sizefilter",4,4,1,1,262,262,true,true,1,1840,2300,17.259336,1.5481328803834487,
task338,d5d6de2d,solve_d5d6de2d,true,9,7,"compose,difference,fill,mapply,objects,replace,sfilter",3,3,2,2,95,262,true,false,37,47810,49626,14.187730,1.5446100241314231,arc-gen[0]:output_mismatch;arc-gen[1]:output_mismatch;arc-gen[2]:output_mismatch;arc-gen[3]:output_mismatch;arc-gen[4]:output_mismatch;arc-gen[5]:output_mismatch;arc-gen[7]:output_mismatch;arc-gen[9]:output_mismatch
task332,d406998b,solve_d406998b,true,8,6,"compose,fill,ofcolor,sfilter,vmirror",4,4,1,1,262,262,true,true,29,10062,10226,15.767311,1.5387814626066574,
task092,40853293,solve_40853293,true,9,7,"apply,fork,mfilter,paint,partition",2,2,1,1,262,262,true,true,30,46394,46423,14.254450,1.535078615007998,
task389,f76d97a5,solve_f76d97a5,true,7,5,"first,last,palette,replace,switch",3,3,1,1,262,262,true,true,13,2064,2106,17.347454,1.530509138538784,
task194,7fe24cdd,solve_7fe24cdd,true,8,6,"hconcat,rot180,rot270,rot90,vconcat",3,3,1,1,262,262,true,true,1,7200,9000,15.895020,1.517496642719726,
task211,8d5021e8,solve_8d5021e8,true,8,6,"hconcat,hmirror,vconcat,vmirror",3,3,1,1,262,262,true,true,1,7200,9000,15.895020,1.517496642719726,
task396,fcb5c309,solve_fcb5c309,true,10,8,"argmax,color,colorfilter,difference,leastcolor,objects,replace,subgrid",3,3,1,1,262,262,true,true,71,157939,163385,12.996135,1.500483082241078,
task388,f5b8619d,solve_f5b8619d,true,8,6,"hconcat,leastcolor,mapply,ofcolor,underfill,vconcat",3,3,1,1,252,262,true,false,52,7608,7794,16.038891,1.4935182476497755,arc-gen[15]:output_mismatch;arc-gen[18]:output_mismatch;arc-gen[40]:output_mismatch;arc-gen[75]:output_mismatch;arc-gen[147]:output_mismatch;arc-gen[154]:output_mismatch;arc-gen[177]:output_mismatch;arc-gen[208]:output_mismatch
task229,9565186b,solve_9565186b,true,7,5,"argmax,canvas,objects,paint,shape",4,4,1,1,105,262,true,false,14,1652,1697,17.563383,1.487323453046845,arc-gen[0]:output_mismatch;arc-gen[1]:output_mismatch;arc-gen[2]:output_mismatch;arc-gen[3]:output_mismatch;arc-gen[4]:output_mismatch;arc-gen[6]:output_mismatch;arc-gen[7]:output_mismatch;arc-gen[8]:output_mismatch
task121,5117e062,solve_5117e062,true,8,6,"extract,matcher,mostcolor,objects,replace,subgrid",3,3,1,1,262,262,true,true,24,6804,6850,16.167996,1.4720006552093785,
task075,363442ee,solve_363442ee,true,9,7,"asobject,compose,crop,lbind,mapply,ofcolor,paint",3,3,1,1,261,261,true,true,57,28880,28937,14.727124,1.4675537617230858,
task293,ba97ae07,solve_ba97ae07,true,9,7,"apply,backdrop,fill,mostcommon,objects,ofcolor,totuple",4,4,1,1,262,262,true,true,52,28156,28652,14.737021,1.4661397896763346,
task103,44f52bb0,solve_44f52bb0,true,6,4,"branch,canvas,equality,vmirror",6,6,2,2,215,215,true,true,11,305,339,19.174000,1.456500026845113,
task008,05f2a901,solve_05f2a901,true,9,7,"colorfilter,first,gravitate,move,objects",3,3,1,1,202,262,true,false,78,23545,23605,14.930786,1.438459118997198,arc-gen[0]:output_mismatch;arc-gen[9]:output_mismatch;arc-gen[11]:output_mismatch;arc-gen[14]:output_mismatch;arc-gen[18]:output_mismatch;arc-gen[20]:output_mismatch;arc-gen[28]:output_mismatch;arc-gen[32]:output_mismatch
task218,90c28cc7,solve_90c28cc7,true,9,7,"dedupe,first,objects,rot270,rot90,subgrid",3,3,1,1,211,262,true,false,137,23442,23486,14.935840,1.4377371111321466,arc-gen[2]:output_mismatch;arc-gen[3]:output_mismatch;arc-gen[14]:output_mismatch;arc-gen[19]:output_mismatch;arc-gen[21]:output_mismatch;arc-gen[24]:output_mismatch;arc-gen[25]:output_mismatch;arc-gen[26]:output_mismatch
task079,39a8645d,solve_39a8645d,true,9,7,"apply,extract,matcher,mostcommon,objects,subgrid,totuple",3,3,1,1,262,262,true,true,20,22194,22439,14.981444,1.4312222564805432,
task330,d2abd087,solve_d2abd087,true,9,7,"compose,fill,matcher,mfilter,objects",3,3,1,1,262,262,true,true,23,21050,22183,14.992918,1.4295830726780334,
task126,54d82841,solve_54d82841,true,10,8,"apply,compose,decrement,fill,height,lbind,objects",3,3,1,1,262,262,true,true,29,86344,86391,13.633361,1.4208298478374695,
task350,dbc1a6ce,solve_dbc1a6ce,true,9,7,"apply,fork,mfilter,ofcolor,product,underfill",4,4,1,1,262,262,true,true,17,20000,20030,15.095014,1.4149980612371234,
task147,67385a82,solve_67385a82,true,8,6,"colorfilter,difference,fill,merge,objects,sizefilter",4,4,1,1,262,262,true,true,1,3640,4550,16.577117,1.403813751990833,
task015,0ca9ddb6,solve_0ca9ddb6,true,8,6,"fill,mapply,ofcolor",3,3,1,1,261,261,true,true,1,3600,4500,16.588167,1.401972112626402,
task282,b60334d2,solve_b60334d2,true,8,6,"fill,mapply,ofcolor,replace",2,2,1,1,262,262,true,true,1,3600,4500,16.588167,1.401972112626402,
task021,1190e5a7,solve_1190e5a7,true,10,8,"apply,astuple,canvas,difference,frontiers,increment,mostcolor,sfilter",3,3,1,1,262,262,true,true,214,64156,66017,13.902332,1.3872084454498999,
task375,ea786f4a,solve_ea786f4a,true,9,7,"combine,decrement,fill,shoot,tojvec,width",3,3,1,1,54,54,true,true,19,15421,15480,15.352696,1.3781863067348168,
task365,e50d258f,solve_e50d258f,true,10,8,"argmax,astuple,canvas,objects,rbind,subgrid,vconcat,width",3,3,1,1,262,262,true,true,234,59299,59370,14.008456,1.3739430409080902,
task371,e9614598,solve_e9614598,true,9,7,"dneighbors,fill,fork,halve,insert,ofcolor,x2",2,2,2,2,262,262,true,true,22,14064,14313,15.431077,1.3669890705977452,
task193,7f4411dc,solve_7f4411dc,true,10,8,"chain,compose,fill,leastcolor,ofcolor,rbind,sfilter",3,3,1,1,261,262,true,false,14,53866,53927,14.104613,1.361923319889813,arc-gen[55]:output_mismatch
task091,3f7978a0,solve_3f7978a0,true,10,8,"add,crop,extract,fgpartition,matcher,shape,subtract,ulcorner",3,3,1,1,262,262,true,true,43,52012,52090,14.139272,1.3575910338424046,
task122,5168d44c,solve_5168d44c,true,9,7,"branch,equality,height,move,ofcolor,recolor",3,3,1,1,262,262,true,true,1,10040,12550,15.562524,1.348210849222847,
task258,a699fb00,solve_a699fb00,true,7,5,"fill,intersection,ofcolor,shift",3,3,1,1,262,262,true,true,1,640,800,18.315388,1.3369223455335857,
task329,d23f8c26,solve_d23f8c26,true,9,7,"asindices,compose,fill,halve,matcher,sfilter,width",3,3,1,1,262,262,true,true,21,10450,10496,15.741250,1.3226785015976958,
task312,c9f8e694,solve_c9f8e694,true,9,7,"astuple,crop,fill,height,hupscale,ofcolor,width",2,2,1,1,262,262,true,true,8,10112,10131,15.776645,1.317622187007668,
task400,ff805c23,solve_ff805c23,true,10,8,"branch,contained,hmirror,ofcolor,palette,subgrid,vmirror",3,3,1,1,262,262,true,true,25,35420,35459,14.523868,1.3095165473051158,
task346,d9fac9be,solve_d9fac9be,true,9,7,"argmax,canvas,color,objects,other,palette,remove",4,4,1,1,262,262,true,true,13,9237,9260,15.866541,1.3047799039486034,
task204,868de0fa,solve_868de0fa,true,11,9,"compose,difference,fill,merge,objects,sfilter",5,5,1,1,262,262,true,true,73,120717,121963,13.288527,1.301274777669843,
task368,e76a88a6,solve_e76a88a6,true,10,8,"apply,argmax,lbind,mapply,normalize,objects,paint,remove",2,2,1,1,262,262,true,true,186,32618,32693,14.605084,1.2993645333364234,
task196,810b9b61,solve_810b9b61,true,10,8,"apply,difference,fill,fork,mfilter,objects,sfilter",3,3,1,1,262,262,true,true,31,32451,32517,14.610482,1.2986897885604824,
task064,2c608aff,solve_2c608aff,true,11,9,"argmax,fork,leastcolor,mfilter,objects,ofcolor,prapply,toindices,underfill",4,4,1,1,261,262,true,false,68,114753,114845,13.348661,1.2945931857915394,arc-gen[42]:output_mismatch
task291,b9b7f026,solve_b9b7f026,true,9,7,"argmin,canvas,color,extract,objects,rbind,remove",3,3,1,1,240,261,true,false,22,7196,8127,15.997053,1.286135304393315,arc-gen[8]:output_mismatch;arc-gen[29]:output_mismatch;arc-gen[31]:output_mismatch;arc-gen[34]:output_mismatch;arc-gen[46]:output_mismatch;arc-gen[59]:output_mismatch;arc-gen[83]:output_mismatch;arc-gen[97]:output_mismatch
task245,a1570a43,solve_a1570a43,true,10,8,"increment,move,ofcolor,recolor,subtract,ulcorner",4,4,1,1,262,262,true,true,37,29162,29258,14.716092,1.285488539942254,
task175,73251a56,solve_73251a56,true,11,9,"apply,dmirror,fill,index,lbind,mostcolor,papply,replace,shoot",3,3,1,1,262,262,true,true,23,97598,100346,13.483621,1.2795977214379715,
task189,7c008303,solve_7c008303,true,10,8,"compress,fill,ofcolor,replace,subgrid,upscale",3,3,1,1,244,262,true,false,110,25570,25829,14.840747,1.2699066463334492,arc-gen[14]:output_mismatch;arc-gen[25]:output_mismatch;arc-gen[39]:output_mismatch;arc-gen[67]:output_mismatch;arc-gen[82]:output_mismatch;arc-gen[91]:output_mismatch;arc-gen[109]:output_mismatch;arc-gen[113]:output_mismatch
task166,6d75e8bb,solve_6d75e8bb,true,10,8,"asobject,first,objects,paint,replace,shift,subgrid,ulcorner",3,3,1,1,262,262,true,true,11,24982,25019,14.872609,1.2659238518995726,
task006,0520fde7,solve_0520fde7,true,8,6,"cellwise,lefthalf,replace,righthalf,vmirror",3,3,1,1,59,262,true,false,12,1834,1881,17.460441,1.2565931382168383,arc-gen[0]:output_mismatch;arc-gen[1]:output_mismatch;arc-gen[2]:output_mismatch;arc-gen[3]:output_mismatch;arc-gen[5]:output_mismatch;arc-gen[6]:output_mismatch;arc-gen[8]:output_mismatch;arc-gen[9]:output_mismatch
task106,46442a0e,solve_46442a0e,true,8,6,"hconcat,rot180,rot270,rot90,vconcat",3,3,1,1,262,262,true,true,13,1660,1785,17.512826,1.2478622823689562,
task145,6455b5f5,solve_6455b5f5,true,11,9,"argmax,colorfilter,fill,merge,objects,paint,recolor,sizefilter,valmin",4,4,1,1,150,262,true,false,325,70870,71803,13.818318,1.2424090596548052,arc-gen[11]:output_mismatch;arc-gen[12]:output_mismatch;arc-gen[14]:output_mismatch;arc-gen[17]:output_mismatch;arc-gen[24]:output_mismatch;arc-gen[25]:output_mismatch;arc-gen[28]:output_mismatch;arc-gen[29]:output_mismatch
task051,25d487eb,solve_25d487eb,true,11,9,"center,leastcolor,merge,objects,ofcolor,shoot,subtract,underfill",3,3,1,1,261,261,true,true,58,68901,68971,13.858559,1.2379379339308654,
task347,dae9d2b5,solve_dae9d2b5,true,8,6,"combine,fill,lefthalf,ofcolor,righthalf",5,5,2,2,262,262,true,true,13,1588,1589,17.629140,1.2284766944227858,
task010,08ed6ac7,solve_08ed6ac7,true,9,7,"interval,mpapply,objects,order,paint,size,totuple",2,2,1,1,262,262,true,true,60,5295,5371,16.411231,1.2269670557007797,
task377,eb5a1d5d,solve_eb5a1d5d,true,11,9,"compose,dmirror,fork,x1,x6",3,3,1,1,262,262,true,true,197,62208,62292,13.960412,1.2266209206239145,
task356,ded97339,solve_ded97339,true,9,7,"apply,fork,mfilter,ofcolor,product,underfill",3,3,1,1,262,262,true,true,21,5148,5269,16.430404,1.2242279814584691,
task339,d631b094,solve_d631b094,true,8,6,"astuple,canvas,ofcolor,other,palette,size",4,4,1,1,261,261,true,true,12,1400,1508,17.681460,1.2197565914279835,
task004,025d127b,solve_025d127b,true,11,9,"apply,compose,difference,lbind,mapply,merge,move,objects,rbind",2,2,1,1,262,262,true,true,4,56040,57060,14.048141,1.2168731805297213,
task174,72ca375d,solve_72ca375d,true,11,9,"apply,extract,first,objects,pair,papply,rbind,totuple",3,3,1,1,262,262,true,true,790,52485,52559,14.130308,1.2077435141224786,
task277,b230c067,solve_b230c067,true,10,8,"apply,extract,fill,leastcommon,matcher,objects,replace,totuple",3,3,1,1,262,262,true,true,60,15030,15280,15.365700,1.2042875078400639,
task283,b6afb2da,solve_b6afb2da,true,9,7,"colorfilter,fill,mapply,objects,replace",2,2,1,1,262,262,true,true,1,3640,4550,16.577117,1.2032689302778568,
task252,a5f85a15,solve_a5f85a15,true,11,9,"apply,fill,interval,lbind,mapply,objects,papply",3,3,1,1,203,262,true,false,38,38534,38796,14.433928,1.1740080475014925,arc-gen[4]:output_mismatch;arc-gen[5]:output_mismatch;arc-gen[6]:output_mismatch;arc-gen[14]:output_mismatch;arc-gen[15]:output_mismatch;arc-gen[18]:output_mismatch;arc-gen[23]:output_mismatch;arc-gen[26]:output_mismatch
task022,137eaa0f,solve_137eaa0f,true,11,9,"canvas,chain,fork,mapply,matcher,objects,paint,rbind,shift",3,3,1,1,262,262,true,true,67,35496,35689,14.517402,1.1647330885598566,
task198,83302e8f,solve_83302e8f,true,12,10,"colorfilter,difference,merge,objects,paint,recolor,sfilter",3,3,1,1,109,262,true,false,51,104794,105707,13.431574,1.1568426394831102,arc-gen[1]:output_mismatch;arc-gen[5]:output_mismatch;arc-gen[8]:output_mismatch;arc-gen[9]:output_mismatch;arc-gen[10]:output_mismatch;arc-gen[11]:output_mismatch;arc-gen[12]:output_mismatch;arc-gen[13]:output_mismatch
task288,b8cdaf2b,solve_b8cdaf2b,true,11,9,"combine,leastcolor,ofcolor,shift,shoot,ulcorner,underfill,urcorner",4,4,1,1,262,262,true,true,54,32070,32111,14.623046,1.152994881060528,
task111,48d8fb45,solve_48d8fb45,true,8,6,"extract,lbind,matcher,objects,subgrid",3,3,1,1,261,261,true,true,15,972,997,18.095249,1.1507917949936395,
task109,47c1f68c,solve_47c1f68c,true,12,10,"cellwise,compress,hmirror,leastcolor,merge,mostcolor,objects,replace,vmirror",3,3,1,1,262,262,true,true,39,95250,96204,13.525774,1.1474226215830952,
task156,694f12f3,solve_694f12f3,true,11,9,"argmax,argmin,colorfilter,compose,fill,objects,x3",2,2,1,1,262,262,true,true,375,28641,30539,14.673240,1.1474177593660175,
task279,b2862040,solve_b2862040,true,11,9,"colorfilter,compose,fill,mfilter,objects,rbind",4,4,1,1,261,261,true,true,52,29229,30415,14.677309,1.1469656874172007,
task001,007bbfb7,solve_007bbfb7,true,9,7,"cellwise,hconcat,hupscale,vconcat,vupscale",5,5,1,1,262,262,true,true,13,2945,2969,17.004020,1.1422829249662516,
task281,b548a754,solve_b548a754,true,12,10,"backdrop,box,fill,leastcolor,merge,objects,replace",3,3,1,1,262,262,true,true,61,89140,90127,13.591025,1.1408975065741855,
task069,321b1fc6,solve_321b1fc6,true,12,10,"apply,colorfilter,cover,difference,first,lbind,mapply,normalize,objects,paint",2,2,1,1,261,261,true,true,380,86068,87460,13.621063,1.1378936824966912,
task254,a61f2674,solve_a61f2674,true,10,8,"argmax,argmin,combine,objects,paint,recolor,replace",2,2,1,1,262,262,true,true,49,8558,8716,15.927084,1.1341144620080639,
task322,d037b0a7,solve_d037b0a7,true,8,6,"compose,fork,mapply,objects,paint,rbind",3,3,1,1,262,262,true,true,8,868,869,18.232657,1.1278905208775651,
task169,6e82a1ae,solve_6e82a1ae,true,11,9,"compose,fill,lbind,objects,x3",3,3,1,1,262,262,true,true,168,24451,25106,14.869138,1.125651348930906,
task016,0d3d703e,solve_0d3d703e,true,6,4,switch,4,4,1,1,262,262,true,true,1,80,90,20.500190,1.1249524175825663,
