task_id,arc_id,solver_name,solver_exists,solver_lines,dsl_call_count,dsl_primitives,train_pass,train_total,test_pass,test_total,arc_gen_pass,arc_gen_total,official_pass,all_examples_pass,current_node_count,current_memory_proxy,current_cost_proxy,current_utility_proxy,compile_priority,errors
task099,444801d8,solve_444801d8,true,11,9,"chain,colorfilter,compose,fork,mapply,objects,rbind,underpaint",3,3,1,1,261,261,true,true,1,19640,24550,14.891533,1.1231630148025185,
task369,e8593010,solve_e8593010,true,10,8,"fill,merge,objects,replace,sizefilter",3,3,1,1,261,261,true,true,27,7768,7898,16.025635,1.1217956052308242,
task088,3de23699,solve_3de23699,true,12,10,"color,difference,fgpartition,first,replace,sizefilter,subgrid,trim",4,4,1,1,262,262,true,true,48,73534,73654,13.792866,1.1207133731346066,
task327,d13f3404,solve_d13f3404,true,10,8,"astuple,canvas,compose,fork,mapply,objects,paint,rbind",3,3,1,1,261,261,true,true,18,7620,7642,16.058585,1.1176768285008558,
task287,b8825c91,solve_b8825c91,true,11,9,"apply,cmirror,dmirror,lbind,papply,replace",4,4,1,1,262,262,true,true,22,22737,22775,14.966581,1.1148243024586844,
task153,681b3aeb,solve_681b3aeb,true,11,9,"argmax,argmin,canvas,color,normalize,objects,paint,rot270,rot90",3,3,1,1,194,261,true,false,107,22181,22362,14.984882,1.112790929856368,arc-gen[5]:output_mismatch;arc-gen[6]:output_mismatch;arc-gen[8]:output_mismatch;arc-gen[12]:output_mismatch;arc-gen[16]:output_mismatch;arc-gen[23]:output_mismatch;arc-gen[25]:output_mismatch;arc-gen[26]:output_mismatch
task306,c444b776,solve_c444b776,true,12,10,"argmin,backdrop,colorfilter,compose,lbind,mapply,normalize,objects,paint,toobject",2,2,1,1,225,262,true,false,33,64911,64979,13.918181,1.1081819419754104,arc-gen[13]:output_mismatch;arc-gen[21]:output_mismatch;arc-gen[43]:output_mismatch;arc-gen[48]:output_mismatch;arc-gen[49]:output_mismatch;arc-gen[61]:output_mismatch;arc-gen[74]:output_mismatch;arc-gen[75]:output_mismatch
task397,fcc82909,solve_fcc82909,true,11,9,"compose,fill,fork,mapply,objects,rbind",3,3,1,1,203,262,true,false,86,21322,21417,15.028060,1.1079933642411746,arc-gen[3]:output_mismatch;arc-gen[5]:output_mismatch;arc-gen[21]:output_mismatch;arc-gen[23]:output_mismatch;arc-gen[25]:output_mismatch;arc-gen[26]:output_mismatch;arc-gen[28]:output_mismatch;arc-gen[30]:output_mismatch
task090,3eda0437,solve_3eda0437,true,12,10,"argmax,chain,fill,fork,interval,lbind,mapply,prapply",4,4,1,1,262,262,true,true,246,63584,63688,13.938249,1.1061751440768415,
task206,88a10436,solve_88a10436,true,12,10,"center,colorfilter,difference,first,normalize,objects,paint,shift",3,3,1,1,262,262,true,true,39,61568,61658,13.970642,1.1029358264975064,
task084,3bd67248,solve_3bd67248,true,11,9,"astuple,decrement,fill,height,shoot",3,3,1,1,171,171,true,true,23,19786,19899,15.101575,1.0998249731326295,
task292,ba26e723,solve_ba26e723,true,10,8,"compose,fill,fork,ofcolor,rbind,sfilter",5,5,1,1,22,22,true,true,7,6514,6579,16.208362,1.0989547546357494,
task217,8f2ea7aa,solve_8f2ea7aa,true,11,9,"cellwise,hconcat,merge,objects,subgrid,upscale,vconcat",3,3,1,1,262,262,true,true,18,18081,18104,15.196112,1.0893209097014858,
task192,7e0986d6,solve_7e0986d6,true,12,10,"chain,fill,leastcolor,ofcolor,rbind,replace,sfilter",2,2,1,1,223,262,true,false,17,52264,52334,14.134598,1.08654015344347,arc-gen[4]:output_mismatch;arc-gen[7]:output_mismatch;arc-gen[10]:output_mismatch;arc-gen[22]:output_mismatch;arc-gen[26]:output_mismatch;arc-gen[31]:output_mismatch;arc-gen[33]:output_mismatch;arc-gen[37]:output_mismatch
task048,239be575,solve_239be575,true,10,8,"branch,canvas,compose,greater,lbind,objects,sfilter,size",6,6,2,2,256,262,true,false,52,5873,5939,16.310704,1.0861620060019828,arc-gen[71]:output_mismatch;arc-gen[87]:output_mismatch;arc-gen[114]:output_mismatch;arc-gen[139]:output_mismatch;arc-gen[241]:output_mismatch;arc-gen[253]:output_mismatch
task353,dc433765,solve_dc433765,true,10,8,"first,move,ofcolor,recolor,sign,subtract",7,7,2,2,262,262,true,true,31,5706,5931,16.312052,1.0859935139798411,
task208,890034e9,solve_890034e9,true,12,10,"fill,inbox,lbind,leastcolor,mapply,normalize,occurrences,ofcolor,recolor,shift",3,3,1,1,262,262,true,true,84,48387,48566,14.209321,1.0790678976585009,
task298,bda2d7a6,solve_bda2d7a6,true,11,9,"apply,combine,last,mpapply,order,paint,partition,remove,repeat",3,3,2,2,262,262,true,true,35,15656,16190,15.307851,1.0769054496301866,
task035,1f642eb9,solve_1f642eb9,true,11,9,"compose,difference,first,fork,mapply,objects,paint,rbind,sizefilter",3,3,1,1,224,262,true,false,38,15716,15767,15.334326,1.073963825248609,arc-gen[4]:output_mismatch;arc-gen[10]:output_mismatch;arc-gen[18]:output_mismatch;arc-gen[19]:output_mismatch;arc-gen[25]:output_mismatch;arc-gen[35]:output_mismatch;arc-gen[36]:output_mismatch;arc-gen[41]:output_mismatch
task136,5c0a986e,solve_5c0a986e,true,10,8,"fill,lrcorner,ofcolor,shoot,ulcorner",3,3,1,1,262,262,true,true,25,5140,5276,16.429076,1.0713654392296506,
task215,8eb1be9a,solve_8eb1be9a,true,12,10,"apply,first,height,interval,lbind,mapply,objects,paint,rbind",2,2,1,1,135,262,true,false,21,38226,38338,14.445803,1.0554196850398105,arc-gen[2]:output_mismatch;arc-gen[4]:output_mismatch;arc-gen[5]:output_mismatch;arc-gen[7]:output_mismatch;arc-gen[11]:output_mismatch;arc-gen[12]:output_mismatch;arc-gen[13]:output_mismatch;arc-gen[14]:output_mismatch
task373,e9afcf9a,solve_e9afcf9a,true,8,6,"astuple,crop,hconcat,hmirror",2,2,1,1,72,72,true,true,9,552,556,18.679232,1.0534613823750973,
task151,67a423a3,solve_67a423a3,true,10,8,"colorfilter,delta,fill,first,leastcolor,merge,neighbors,objects",3,3,1,1,262,262,true,true,1,3640,4550,16.577117,1.0528603139931247,
task068,31aa019c,solve_31aa019c,true,11,9,"astuple,canvas,fill,first,initset,leastcolor,neighbors,ofcolor",3,3,1,1,262,262,true,true,24,12712,12739,15.547577,1.0502692703455319,
task190,7ddcd7ec,solve_7ddcd7ec,true,11,9,"color,difference,fill,first,fork,lbind,mapply,objects,sizefilter",3,3,1,1,262,262,true,true,63,12386,12564,15.561409,1.0487323178509487,
task344,d90796e8,solve_d90796e8,true,11,9,"compose,cover,fill,lbind,matcher,mfilter,objects,sfilter,sizefilter",3,3,1,1,147,262,true,false,1,10040,12550,15.562524,1.0486084382844367,arc-gen[0]:output_mismatch;arc-gen[4]:output_mismatch;arc-gen[6]:output_mismatch;arc-gen[11]:output_mismatch;arc-gen[16]:output_mismatch;arc-gen[19]:output_mismatch;arc-gen[20]:output_mismatch;arc-gen[21]:output_mismatch
task351,dc0a314f,solve_dc0a314f,true,12,10,"apply,cmirror,dmirror,lbind,ofcolor,papply,replace,subgrid",3,3,1,1,261,261,true,true,25,35428,35468,14.523614,1.0476386160499898,
task295,bbc9ae5d,solve_bbc9ae5d,true,11,9,"fill,halve,mapply,ofcolor,other,palette,rbind,vupscale,width",5,5,1,1,262,262,true,true,22,12351,12416,15.573259,1.0474156936025556,
task041,22168020,solve_22168020,true,11,9,"compose,fork,lbind,mapply,paint,palette,remove",3,3,1,1,262,262,true,true,20,11898,11927,15.613440,1.0429511129531854,
task398,feca6190,solve_feca6190,true,13,11,"astuple,canvas,compose,fork,hmirror,mapply,multiply,objects,paint,rbind,size",5,5,1,1,204,262,true,false,44,89485,90247,13.589694,1.0373005122404912,arc-gen[0]:output_mismatch;arc-gen[11]:output_mismatch;arc-gen[18]:output_mismatch;arc-gen[21]:output_mismatch;arc-gen[22]:output_mismatch;arc-gen[28]:output_mismatch;arc-gen[32]:output_mismatch;arc-gen[37]:output_mismatch
task343,d8c310e9,solve_d8c310e9,true,12,10,"first,hperiod,multiply,objects,paint,shift,tojvec",3,3,1,1,261,262,true,false,92,30512,30880,14.662136,1.0337864004138713,arc-gen[253]:output_mismatch
task170,6ecd11f4,solve_6ecd11f4,true,13,11,"argmax,argmin,divide,downscale,fill,objects,ofcolor,subgrid,width",3,3,1,1,262,262,true,true,681,79491,79740,13.713473,1.026047874630486,
task003,017c7c7b,solve_017c7c7b,true,9,7,"bottomhalf,branch,crop,equality,replace,tophalf,vconcat",3,3,1,1,261,261,true,true,42,1292,1310,17.822218,1.025397488027885,
task082,3ac3eb23,solve_3ac3eb23,true,11,9,"chain,first,fork,mapply,objects,paint,vconcat,vsplit",2,2,1,1,262,262,true,true,10,9996,10052,15.784473,1.0239474331848313,
task050,253bf280,solve_253bf280,true,11,9,"compose,fill,fork,mfilter,ofcolor,prapply,rbind,sfilter",8,8,1,1,262,262,true,true,21,9650,9900,15.799710,1.0222544484580756,
task297,bd4472b8,solve_bd4472b8,true,11,9,"astuple,crop,dmirror,hupscale,merge,repeat,tophalf,vconcat,width",3,3,1,1,261,261,true,true,24,9350,9445,15.846759,1.0170267533261788,
task183,77fdfe62,solve_77fdfe62,true,12,10,"compress,fill,halve,ofcolor,replace,subgrid,upscale,width",3,3,1,1,185,261,true,false,55,25012,25040,14.871770,1.0128229825214035,arc-gen[1]:IndexError;arc-gen[2]:IndexError;arc-gen[7]:IndexError;arc-gen[8]:output_mismatch;arc-gen[9]:IndexError;arc-gen[10]:output_mismatch;arc-gen[11]:output_mismatch;arc-gen[13]:IndexError
task214,8e5a5113,solve_8e5a5113,true,11,9,"apply,astuple,crop,mpapply,paint,rot180,rot90",3,3,1,1,262,262,true,true,1,7200,9000,15.895020,1.0116644284798175,
task227,94f9d214,solve_94f9d214,true,10,8,"astuple,bottomhalf,canvas,fill,intersection,ofcolor,tophalf",4,4,1,1,262,262,true,true,14,3130,3177,16.936307,1.0079615792836893,
task308,c8cbb738,solve_c8cbb738,true,12,10,"apply,canvas,chain,fgpartition,fork,lbind,mapply,mostcolor,paint,valmax",3,3,1,1,253,262,true,false,59,22190,22291,14.988062,1.0011938288540931,arc-gen[54]:output_mismatch;arc-gen[66]:output_mismatch;arc-gen[67]:output_mismatch;arc-gen[113]:output_mismatch;arc-gen[120]:output_mismatch;arc-gen[139]:output_mismatch;arc-gen[170]:output_mismatch;arc-gen[191]:output_mismatch
task043,2281f1f4,solve_2281f1f4,true,11,9,"apply,fork,ofcolor,power,product,remove,underfill,urcorner",3,3,1,1,262,262,true,true,9,7614,7752,16.044294,0.9950784615078447,
task159,6b9890af,solve_6b9890af,true,12,10,"argmin,divide,normalize,objects,ofcolor,paint,shift,subgrid,upscale,width",3,3,1,1,261,261,true,true,86,20817,20895,15.052735,0.9947265174882016,
task335,d4a91cb9,solve_d4a91cb9,true,13,11,"astuple,combine,connect,first,last,ofcolor,underfill",3,3,1,1,262,262,true,true,36,46540,46633,14.249936,0.9772785203633714,
task354,ddf7fa4f,solve_ddf7fa4f,true,12,10,"colorfilter,compose,fork,mapply,objects,paint,product,sfilter,sizefilter",3,3,1,1,262,262,true,true,22,17325,17472,15.231645,0.9768354878544632,
task336,d4f3cd78,solve_d4f3cd78,true,11,9,"box,delta,difference,fill,first,ofcolor,position,shoot",2,2,1,1,28,28,true,true,54,6269,6405,16.235166,0.9738704682589814,
task026,1b2d62fb,solve_1b2d62fb,true,9,7,"fill,intersection,lefthalf,ofcolor,replace,righthalf",5,5,1,1,262,262,true,true,13,866,900,18.197605,0.9717706804749017,
task195,80af3007,solve_80af3007,true,12,10,"cellwise,downscale,first,hconcat,objects,subgrid,upscale,vconcat",3,3,1,1,194,261,true,false,33,14464,16383,15.296001,0.9703999490820264,arc-gen[5]:output_mismatch;arc-gen[9]:output_mismatch;arc-gen[24]:output_mismatch;arc-gen[28]:output_mismatch;arc-gen[34]:output_mismatch;arc-gen[35]:output_mismatch;arc-gen[36]:output_mismatch;arc-gen[37]:output_mismatch
task141,623ea044,solve_623ea044,true,12,10,"astuple,center,color,combine,fill,first,lbind,mapply,objects",3,3,1,1,261,261,true,true,21,16090,16159,15.309768,0.9690232448972248,
task386,f2829549,solve_f2829549,true,10,8,"canvas,fill,intersection,lefthalf,ofcolor,righthalf,shape",5,5,1,1,262,262,true,true,15,2164,2165,17.319824,0.9600219550545739,
task321,cf98881b,solve_cf98881b,true,11,9,"fill,first,hsplit,last,ofcolor,remove",5,5,1,1,261,261,true,true,22,5530,5565,16.375748,0.9582502515232937,
task178,746b3537,solve_746b3537,true,12,10,"apply,branch,chain,equality,objects,order,repeat,x1,x4",5,5,1,1,262,262,true,true,47,14237,14324,15.430308,0.9569691731118324,
task134,5ad4f10b,solve_5ad4f10b,true,12,10,"argmax,color,divide,downscale,height,leastcolor,objects,replace,subgrid",3,3,1,1,175,262,true,false,75,12706,12786,15.543894,0.9456106101326671,arc-gen[15]:output_mismatch;arc-gen[16]:output_mismatch;arc-gen[19]:output_mismatch;arc-gen[20]:output_mismatch;arc-gen[22]:output_mismatch;arc-gen[26]:output_mismatch;arc-gen[28]:output_mismatch;arc-gen[35]:output_mismatch
task395,fafffa47,solve_fafffa47,true,10,8,"bottomhalf,canvas,fill,intersection,ofcolor,shape,tophalf",5,5,1,1,262,262,true,true,14,1870,1917,17.441483,0.9448145928807055,
task301,beb8660c,solve_beb8660c,true,14,12,"apply,canvas,compose,interval,mpapply,objects,order,paint,rot180,shape,size",3,3,1,1,262,262,true,true,48,77858,79706,13.713900,0.9405083453544494,
task355,de1cd16c,solve_de1cd16c,true,12,10,"apply,argmax,canvas,difference,leastcolor,mostcolor,objects,rbind,sizefilter",4,4,1,1,260,262,true,false,41,12054,12143,15.595492,0.9404508151053819,arc-gen[53]:output_mismatch;arc-gen[183]:output_mismatch
task030,1caeab9d,solve_1caeab9d,true,12,10,"chain,cover,fork,lbind,lowermost,mapply,merge,objects,ofcolor,paint",3,3,1,1,262,262,true,true,64,11582,11752,15.628221,0.9371778717853714,
task331,d364b489,solve_d364b489,true,11,9,"fill,ofcolor,shift",2,2,1,1,262,262,true,true,1,3640,4550,16.577117,0.9358758346605554,
task220,913fb3ed,solve_913fb3ed,true,11,9,"fill,mapply,ofcolor",4,4,1,1,262,262,true,true,1,3600,4500,16.588167,0.934648075084268,
task115,4be741c5,solve_4be741c5,true,11,9,"apply,astuple,branch,crop,portrait,x2,x3",3,3,1,1,223,262,true,false,34,4388,4465,16.595976,0.9337804992567335,arc-gen[19]:output_mismatch;arc-gen[22]:output_mismatch;arc-gen[30]:output_mismatch;arc-gen[33]:output_mismatch;arc-gen[38]:output_mismatch;arc-gen[48]:output_mismatch;arc-gen[50]:output_mismatch;arc-gen[57]:output_mismatch
task304,c3e719e8,solve_c3e719e8,true,12,10,"asindices,difference,fill,hconcat,mostcolor,ofcolor,upscale,vconcat",3,3,1,1,262,262,true,true,14,11049,11084,15.686742,0.9313257905982869,
task391,f8b3ba0a,solve_f8b3ba0a,true,12,10,"apply,astuple,compose,compress,crop,lbind,merge,order,palette,rbind",4,4,1,1,262,262,true,true,26,10208,10237,15.766236,0.9233763886919771,
task024,178fcbfb,solve_178fcbfb,true,12,10,"colorfilter,compose,difference,fill,fork,mapply,objects,ofcolor,paint",3,3,1,1,258,262,true,false,27,9325,9585,15.832045,0.9167954655479745,arc-gen[19]:output_mismatch;arc-gen[101]:output_mismatch;arc-gen[130]:output_mismatch;arc-gen[149]:output_mismatch
task376,eb281b96,solve_eb281b96,true,13,11,"astuple,crop,decrement,double,height,hmirror,vconcat,width",2,2,1,1,36,36,true,true,41,23648,23798,14.922643,0.9161233475013727,
task367,e73095fd,solve_e73095fd,true,15,13,"chain,colorfilter,fill,fork,lbind,matcher,mfilter,objects,ofcolor,rbind,sfilter",3,3,1,1,262,262,true,true,135,145882,147873,13.095891,0.9157006981732787,
task315,cce03e0d,solve_cce03e0d,true,11,9,"combine,fill,hconcat,ofcolor,upscale,vconcat",3,3,1,1,262,262,true,true,9,3616,3655,16.796149,0.9115390413537641,
task052,25d8a9c8,solve_25d8a9c8,true,10,8,"asindices,difference,fill,mfilter,objects,sizefilter,toindices",4,4,1,1,76,262,true,false,11,1373,1416,17.744409,0.906948909281708,arc-gen[1]:output_mismatch;arc-gen[2]:output_mismatch;arc-gen[3]:output_mismatch;arc-gen[4]:output_mismatch;arc-gen[5]:output_mismatch;arc-gen[6]:output_mismatch;arc-gen[7]:output_mismatch;arc-gen[9]:output_mismatch
task167,6e02f1e3,solve_6e02f1e3,true,10,8,"branch,canvas,connect,equality,fill,numcolors",5,5,1,1,262,262,true,true,9,1117,1411,17.747946,0.9065067439816019,
task302,c0f76784,solve_c0f76784,true,12,10,"argmax,colorfilter,fill,merge,objects,sfilter,sizefilter",3,3,1,1,262,262,true,true,43,7936,7956,16.018318,0.8981681639973864,
task020,11852cab,solve_11852cab,true,12,10,"cmirror,dmirror,hmirror,merge,objects,paint,vmirror",3,3,1,1,262,262,true,true,45,7759,7814,16.036328,0.8963672275615018,
task256,a65b410d,solve_a65b410d,true,13,11,"mapply,ofcolor,rbind,shoot,underfill,urcorner",3,3,1,1,262,262,true,true,40,18302,18361,15.182016,0.8925440117201989,
task393,f8ff0b80,solve_f8ff0b80,true,9,7,"apply,hmirror,merge,objects,order,rbind",3,3,1,1,261,261,true,true,25,504,513,18.759724,0.8914679778815388,
task275,b190f7f5,solve_b190f7f5,true,15,13,"argmax,argmin,branch,chain,fill,ofcolor,portrait,rbind,upscale,width,x2,x8",3,3,1,1,262,262,true,true,253,87066,89839,13.594226,0.8773672660346923,
task247,a3325580,solve_a3325580,true,12,10,"apply,astuple,dmirror,merge,objects,order,rbind,sizefilter,valmax",6,6,1,1,262,262,true,true,23,6294,6320,16.248526,0.8751474487140903,
task273,af902bf9,solve_af902bf9,true,12,10,"compose,fill,fork,mapply,mfilter,objects,ofcolor,prapply,replace,underfill",3,3,1,1,262,262,true,true,21,6133,6170,16.272546,0.8727454116899434,
task364,e509e548,solve_e509e548,true,15,13,"chain,compose,fill,fork,lbind,mfilter,objects,rbind,replace",3,3,1,1,262,262,true,true,63,78862,79825,13.712408,0.8682763090448448,
task250,a48eeaf7,solve_a48eeaf7,true,13,11,"apply,compose,cover,fill,lbind,mapply,ofcolor,outbox",2,2,1,1,262,262,true,true,129,12375,12443,15.571087,0.857173954070512,
task077,36fdfd69,solve_36fdfd69,true,16,14,"apply,colorfilter,compose,downscale,fill,fork,lbind,mapply,merge,objects,paint,product,sfilter,upscale",3,3,1,1,262,262,true,true,68,159621,161415,13.008266,0.8565524262359002,
task161,6cdd2623,solve_6cdd2623,true,15,13,"box,chain,cover,fgpartition,fill,fork,leastcolor,merge,mfilter,ofcolor,prapply,rbind",3,3,1,1,252,262,true,false,39,64823,64851,13.920152,0.8522959699866278,arc-gen[26]:output_mismatch;arc-gen[30]:output_mismatch;arc-gen[54]:output_mismatch;arc-gen[111]:output_mismatch;arc-gen[123]:output_mismatch;arc-gen[130]:output_mismatch;arc-gen[173]:output_mismatch;arc-gen[187]:output_mismatch
task160,6c434453,solve_6c434453,true,12,10,"apply,cover,dneighbors,fill,insert,lbind,mapply,merge,objects,sizefilter",2,2,1,1,262,262,true,true,19,4818,4883,16.506485,0.8493515064061661,
task266,a9f96cdd,solve_a9f96cdd,true,12,10,"fill,ofcolor,replace,shift",4,4,1,1,15,15,true,true,1,3640,4550,16.577117,0.8422882511944998,
task127,54d9e175,solve_54d9e175,true,12,10,"compose,fork,mapply,objects,paint,replace,sizefilter",4,4,1,1,262,262,true,true,1,3600,4500,16.588167,0.8411832675758412,
task230,95990924,solve_95990924,true,12,10,"apply,fill,objects",3,3,1,1,262,262,true,true,1,3600,4500,16.588167,0.8411832675758412,
task071,3345333e,solve_3345333e,true,16,14,"apply,argmax,compose,cover,fill,lbind,leastcolor,mapply,neighbors,ofcolor,rbind,vmirror",2,2,1,1,134,262,true,false,49,128530,128583,13.235670,0.8403092778000983,arc-gen[1]:output_mismatch;arc-gen[2]:output_mismatch;arc-gen[4]:output_mismatch;arc-gen[8]:output_mismatch;arc-gen[12]:output_mismatch;arc-gen[13]:output_mismatch;arc-gen[15]:output_mismatch;arc-gen[17]:output_mismatch
task318,ce4f8723,solve_ce4f8723,true,10,8,"astuple,bottomhalf,canvas,fill,intersection,ofcolor,tophalf",4,4,1,1,262,262,true,true,14,740,741,18.391999,0.8260000781620107,
task143,63613498,solve_63613498,true,14,12,"asindices,asobject,compose,crop,difference,fill,matcher,mfilter,normalize,objects,ofcolor,paint",3,3,1,1,262,262,true,true,24,19768,19825,15.105301,0.8245582538752542,
task144,6430c8c4,solve_6430c8c4,true,10,8,"astuple,bottomhalf,canvas,fill,intersection,ofcolor,tophalf",4,4,1,1,262,262,true,true,8,644,690,18.463308,0.817086449698913,
task047,23581191,solve_23581191,true,12,10,"apply,compose,fill,fork,mapply,objects,paint,x7",2,2,1,1,262,262,true,true,30,3276,3312,16.894692,0.8105307515505149,
task399,ff28f65a,solve_ff28f65a,true,12,10,"apply,astuple,canvas,double,fill,hsplit,interval,merge,objects,size",8,8,3,3,262,262,true,true,8,2165,3074,16.969265,0.8030734924098539,
task113,496994bd,solve_496994bd,true,9,7,"astuple,crop,halve,height,hmirror,vconcat,width",2,2,1,1,262,262,true,true,1,240,270,19.401578,0.7997745655711965,
task027,1b60fb0c,solve_1b60fb0c,true,13,11,"apply,argmax,compose,lbind,mapply,neighbors,ofcolor,rot90,underfill",3,3,1,1,253,261,true,false,16,6069,6106,16.282973,0.7924570157540749,arc-gen[21]:output_mismatch;arc-gen[26]:output_mismatch;arc-gen[43]:output_mismatch;arc-gen[68]:output_mismatch;arc-gen[108]:output_mismatch;arc-gen[132]:output_mismatch;arc-gen[256]:output_mismatch;arc-gen[259]:output_mismatch
task012,0962bcdd,solve_0962bcdd,true,14,12,"fill,fork,leastcolor,mapply,objects,ofcolor,replace",2,2,1,1,262,262,true,true,15,13029,13132,15.517193,0.7902339398851236,
task025,1a07d186,solve_1a07d186,true,17,15,"apply,chain,compose,cover,difference,fork,lbind,mapply,merge,objects,paint,rbind,sfilter,sizefilter",3,3,1,1,252,262,true,false,127,140410,140475,13.147215,0.7901856543986933,arc-gen[3]:output_mismatch;arc-gen[4]:output_mismatch;arc-gen[12]:output_mismatch;arc-gen[42]:output_mismatch;arc-gen[51]:output_mismatch;arc-gen[75]:output_mismatch;arc-gen[79]:output_mismatch;arc-gen[165]:output_mismatch
task225,93b581b8,solve_93b581b8,true,14,12,"astuple,chain,difference,fgpartition,fill,fork,mapply,shift,toindices,underpaint,upscale,x2",3,3,1,1,261,261,true,true,40,12165,12815,15.541628,0.7881976365665143,
task342,d89b689b,solve_d89b689b,true,14,12,"apply,compose,cover,fork,lbind,mapply,merge,objects,ofcolor,paint,sizefilter",3,3,1,1,262,262,true,true,40,12503,12740,15.547498,0.7877084940938461,
task222,91714a58,solve_91714a58,true,16,14,"argmax,asindices,canvas,chain,compose,fill,lbind,mostcolor,objects,paint,rbind,sfilter,shape",3,3,1,1,181,262,true,false,21,58266,58353,14.025734,0.7838761464482001,arc-gen[1]:output_mismatch;arc-gen[5]:output_mismatch;arc-gen[7]:output_mismatch;arc-gen[9]:output_mismatch;arc-gen[10]:output_mismatch;arc-gen[15]:output_mismatch;arc-gen[20]:output_mismatch;arc-gen[23]:output_mismatch
task209,8a004b2b,solve_8a004b2b,true,17,15,"argmax,divide,merge,normalize,objects,ofcolor,paint,replace,shift,subgrid,ulcorner,upscale,width",3,3,1,1,105,262,true,false,200,123011,123176,13.278630,0.781424633727317,arc-gen[3]:output_mismatch;arc-gen[4]:output_mismatch;arc-gen[5]:output_mismatch;arc-gen[7]:output_mismatch;arc-gen[12]:output_mismatch;arc-gen[14]:output_mismatch;arc-gen[15]:output_mismatch;arc-gen[17]:output_mismatch
task038,1fad071e,solve_1fad071e,true,12,10,"astuple,canvas,colorfilter,hconcat,objects,size,sizefilter,subtract",3,3,1,1,262,262,true,true,17,2396,2434,17.202709,0.7797291273547472,
task333,d43fd935,solve_d43fd935,true,15,13,"fork,mapply,objects,ofcolor,paint,rbind,sfilter,sizefilter",3,3,1,1,234,261,true,false,55,25180,25233,14.864092,0.7796852262023498,arc-gen[1]:output_mismatch;arc-gen[3]:output_mismatch;arc-gen[66]:output_mismatch;arc-gen[69]:output_mismatch;arc-gen[70]:output_mismatch;arc-gen[76]:output_mismatch;arc-gen[81]:output_mismatch;arc-gen[82]:output_mismatch
task005,045e512c,solve_045e512c,true,17,15,"argmax,chain,compose,double,fork,interval,lbind,mapply,objects,paint,rbind,remove",3,3,1,1,228,262,true,false,106,117597,117933,13.322128,0.7785247963720062,arc-gen[3]:output_mismatch;arc-gen[33]:output_mismatch;arc-gen[42]:output_mismatch;arc-gen[56]:output_mismatch;arc-gen[57]:output_mismatch;arc-gen[58]:output_mismatch;arc-gen[62]:output_mismatch;arc-gen[63]:output_mismatch
task213,8e1813be,solve_8e1813be,true,16,14,"apply,branch,dedupe,first,objects,order,rbind,replace,size,vline,x5",3,3,1,1,258,261,true,false,392,50825,50965,14.161106,0.7742067429716081,arc-gen[45]:output_mismatch;arc-gen[76]:output_mismatch;arc-gen[203]:output_mismatch
task253,a61ba2ce,solve_a61ba2ce,true,16,14,"chain,hconcat,lbind,matcher,objects,rbind,vconcat,x7",2,2,1,1,262,262,true,true,17,49798,50237,14.175493,0.7731790775702407,
task074,3631a71a,solve_3631a71a,true,15,13,"apply,crop,dmirror,lbind,merge,objects,paint,papply,replace,shape,shift,subtract,vmirror",4,4,1,1,247,262,true,false,18,22056,22101,14.996622,0.7694906257962248,arc-gen[26]:output_mismatch;arc-gen[37]:output_mismatch;arc-gen[41]:output_mismatch;arc-gen[60]:output_mismatch;arc-gen[78]:output_mismatch;arc-gen[125]:output_mismatch;arc-gen[136]:output_mismatch;arc-gen[147]:output_mismatch
task042,22233c11,solve_22233c11,true,14,12,"chain,compose,fill,fork,lbind,mapply,objects,rbind",3,3,1,1,262,262,true,true,52,9508,10235,15.766432,0.7694640415079492,
task207,88a62173,solve_88a62173,true,12,10,"astuple,bottomhalf,combine,leastcommon,lefthalf,righthalf,tophalf",3,3,1,1,261,261,true,true,25,2108,2143,17.330038,0.7669961995473578,
task239,9af7a82c,solve_9af7a82c,true,17,15,"apply,chain,cmirror,compose,fork,lbind,merge,objects,order,rbind,valmax",4,4,1,1,210,262,true,false,32,94989,95375,13.534428,0.7643714512391172,arc-gen[2]:output_mismatch;arc-gen[11]:output_mismatch;arc-gen[14]:output_mismatch;arc-gen[27]:output_mismatch;arc-gen[30]:output_mismatch;arc-gen[34]:output_mismatch;arc-gen[38]:output_mismatch;arc-gen[44]:output_mismatch
task299,bdad9b1f,solve_bdad9b1f,true,12,10,"center,fill,hfrontier,intersection,ofcolor,vfrontier",2,2,1,1,18,18,true,true,21,1936,1998,17.400098,0.7599901959208498,
task262,a85d4709,solve_a85d4709,true,13,11,"chain,fill,lbind,ofcolor,x5",4,4,1,1,6,6,true,true,8,3924,3950,16.718529,0.7528609870813786,
task319,ce602527,solve_ce602527,true,16,14,"argmax,chain,compose,fgpartition,last,order,rbind,remove,subgrid,vmirror,x6",4,4,1,1,159,262,true,false,66,34046,34147,14.561570,0.7456021438149641,arc-gen[0]:output_mismatch;arc-gen[3]:output_mismatch;arc-gen[4]:output_mismatch;arc-gen[11]:output_mismatch;arc-gen[14]:output_mismatch;arc-gen[17]:output_mismatch;arc-gen[22]:output_mismatch;arc-gen[23]:output_mismatch
