exp_id,created_at,source_id,source_notebook,fork_kernel,submission_id,status,public_score,file_count,missing_tasks,zip_sha256,fork_zip_sha256,notes
GOLF_20260619_099_sajayr_7015_public_fork,2026-06-19T13:19:07,SRC_KAGGLE_NOTEBOOK_SAJAYR_7015,sajayr/neurogolf-7015,muelsyse111/neurogolf-7015-fork-submit,53830365,SubmissionStatus.COMPLETE,7015.36,395,"task021,task055,task080,task202,task366",2f3d0c18150a8ed3d2cdf85cf7e91b5a6094c29eca0142d56f83cc0d418d5002,db9daea2c4dfd4f5b138865d7e52d6e0f8dd5ec2024b91ed7f6e3418495a514a,Direct public output submission accepted by Kaggle and became current best.
