task_id,best_model_path,source_id,method,local_correct,local_cost,lb_delta_if_known,last_changed_exp_id,status,notes
task159,E:\kagglegolf\data\external\hf_rogermt_neurogolf_solver\medal-solvers\optimized\task159.onnx,SRC_HF_ROGERMT_6273_SUBMISSION,single_task_override,true,,,GOLF_20260608_042_rogermt_task159_after020_probe,alternate_not_promoted,neutral_probe
task160,E:\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task160.onnx,SRC_KAGGLE_NOTEBOOK_OCTAVIO_6154,public_6154_baseline,true,2189,0.000000,GOLF_20260607_001_public_6154_repro,confirmed_baseline,Restored after GOLF_20260608_006_biohack_super_blend_structural_pass_mix produced bundle_tie without task-level attribution.
task161,E:\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task161.onnx,SRC_KAGGLE_NOTEBOOK_OCTAVIO_6154,public_6154_baseline,true,6008,0.000000,GOLF_20260607_001_public_6154_repro,confirmed_baseline,Restored after GOLF_20260608_006_biohack_super_blend_structural_pass_mix produced bundle_tie without task-level attribution.
task162,E:\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task162.onnx,SRC_KAGGLE_NOTEBOOK_OCTAVIO_6154,public_6154_baseline,true,2268,0.000000,GOLF_20260607_001_public_6154_repro,confirmed_baseline,Restored after GOLF_20260608_006_biohack_super_blend_structural_pass_mix produced bundle_tie without task-level attribution.
task163,E:\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task163.onnx,SRC_KAGGLE_NOTEBOOK_OCTAVIO_6154,public_6154_baseline,true,13875,0.000000,GOLF_20260607_001_public_6154_repro,confirmed_baseline,Restored after GOLF_20260608_006_biohack_super_blend_structural_pass_mix produced bundle_tie without task-level attribution.
task164,E:\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task164.onnx,SRC_KAGGLE_NOTEBOOK_OCTAVIO_6154,public_6154_baseline,true,479,0.000000,GOLF_20260607_001_public_6154_repro,confirmed_baseline,Restored after GOLF_20260608_006_biohack_super_blend_structural_pass_mix produced bundle_tie without task-level attribution.
task165,E:\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task165.onnx,SRC_KAGGLE_NOTEBOOK_OCTAVIO_6154,public_6154_baseline,true,4910,0.000000,GOLF_20260607_001_public_6154_repro,confirmed_baseline,Restored after GOLF_20260608_006_biohack_super_blend_structural_pass_mix produced bundle_tie without task-level attribution.
task166,E:\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task166.onnx,SRC_KAGGLE_NOTEBOOK_OCTAVIO_6154,public_6154_baseline,true,1628,0.000000,GOLF_20260607_001_public_6154_repro,confirmed_baseline,Restored after GOLF_20260608_006_biohack_super_blend_structural_pass_mix produced bundle_tie without task-level attribution.
task167,E:\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task167.onnx,SRC_KAGGLE_NOTEBOOK_OCTAVIO_6154,public_6154_baseline,true,2375,0.000000,GOLF_20260607_001_public_6154_repro,confirmed_baseline,Restored after GOLF_20260608_006_biohack_super_blend_structural_pass_mix produced bundle_tie without task-level attribution.
task168,E:\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task168.onnx,SRC_KAGGLE_NOTEBOOK_OCTAVIO_6154,public_6154_baseline,true,7297,0.000000,GOLF_20260607_001_public_6154_repro,confirmed_baseline,Restored after GOLF_20260608_006_biohack_super_blend_structural_pass_mix produced bundle_tie without task-level attribution.
task169,E:\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task169.onnx,SRC_KAGGLE_NOTEBOOK_OCTAVIO_6154,public_6154_baseline,true,21301,0.000000,GOLF_20260607_001_public_6154_repro,confirmed_baseline,Restored after GOLF_20260608_006_biohack_super_blend_structural_pass_mix produced bundle_tie without task-level attribution.
task170,E:\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task170.onnx,SRC_KAGGLE_NOTEBOOK_OCTAVIO_6154,public_6154_baseline,true,64849,0.000000,GOLF_20260607_001_public_6154_repro,confirmed_baseline,Restored after GOLF_20260608_006_biohack_super_blend_structural_pass_mix produced bundle_tie without task-level attribution.
task171,E:\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task171.onnx,SRC_KAGGLE_NOTEBOOK_OCTAVIO_6154,public_6154_baseline,true,3825,0.000000,GOLF_20260607_001_public_6154_repro,confirmed_baseline,Restored after GOLF_20260608_006_biohack_super_blend_structural_pass_mix produced bundle_tie without task-level attribution.
task172,E:\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task172.onnx,SRC_KAGGLE_NOTEBOOK_OCTAVIO_6154,public_6154_baseline,true,479,0.000000,GOLF_20260607_001_public_6154_repro,confirmed_baseline,Restored after GOLF_20260608_006_biohack_super_blend_structural_pass_mix produced bundle_tie without task-level attribution.
task173,E:\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task173.onnx,SRC_KAGGLE_NOTEBOOK_OCTAVIO_6154,public_6154_baseline,true,10061,0.000000,GOLF_20260607_001_public_6154_repro,confirmed_baseline,Restored after GOLF_20260608_006_biohack_super_blend_structural_pass_mix produced bundle_tie without task-level attribution.
task174,E:\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task174.onnx,SRC_KAGGLE_NOTEBOOK_OCTAVIO_6154,public_6154_baseline,true,61839,0.000000,GOLF_20260607_001_public_6154_repro,confirmed_baseline,Restored after GOLF_20260608_006_biohack_super_blend_structural_pass_mix produced bundle_tie without task-level attribution.
task175,E:\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task175.onnx,SRC_KAGGLE_NOTEBOOK_OCTAVIO_6154,public_6154_baseline,true,11343,0.000000,GOLF_20260607_001_public_6154_repro,confirmed_baseline,Restored after GOLF_20260608_006_biohack_super_blend_structural_pass_mix produced bundle_tie without task-level attribution.
task176,E:\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task176.onnx,SRC_KAGGLE_NOTEBOOK_OCTAVIO_6154,public_6154_baseline,true,1420,0.000000,GOLF_20260607_001_public_6154_repro,confirmed_baseline,Restored after GOLF_20260608_006_biohack_super_blend_structural_pass_mix produced bundle_tie without task-level attribution.
task177,E:\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task177.onnx,SRC_KAGGLE_NOTEBOOK_OCTAVIO_6154,public_6154_baseline,true,4180,0.000000,GOLF_20260607_001_public_6154_repro,confirmed_baseline,Restored after GOLF_20260608_006_biohack_super_blend_structural_pass_mix produced bundle_tie without task-level attribution.
task178,E:\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task178.onnx,SRC_KAGGLE_NOTEBOOK_OCTAVIO_6154,public_6154_baseline,true,11303,0.000000,GOLF_20260607_001_public_6154_repro,confirmed_baseline,Restored after GOLF_20260608_006_biohack_super_blend_structural_pass_mix produced bundle_tie without task-level attribution.
task179,E:\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task179.onnx,SRC_KAGGLE_NOTEBOOK_OCTAVIO_6154,public_6154_baseline,true,170,0.000000,GOLF_20260607_001_public_6154_repro,confirmed_baseline,Restored after GOLF_20260608_006_biohack_super_blend_structural_pass_mix produced bundle_tie without task-level attribution.
task180,E:\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task180.onnx,SRC_KAGGLE_NOTEBOOK_OCTAVIO_6154,public_6154_baseline,true,4414,0.000000,GOLF_20260607_001_public_6154_repro,confirmed_baseline,Restored after GOLF_20260608_006_biohack_super_blend_structural_pass_mix produced bundle_tie without task-level attribution.
task181,E:\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task181.onnx,SRC_KAGGLE_NOTEBOOK_OCTAVIO_6154,public_6154_baseline,true,3083,0.000000,GOLF_20260607_001_public_6154_repro,confirmed_baseline,Restored after GOLF_20260608_006_biohack_super_blend_structural_pass_mix produced bundle_tie without task-level attribution.
task182,E:\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task182.onnx,SRC_KAGGLE_NOTEBOOK_OCTAVIO_6154,public_6154_baseline,true,30831,0.000000,GOLF_20260607_001_public_6154_repro,confirmed_baseline,Restored after GOLF_20260608_006_biohack_super_blend_structural_pass_mix produced bundle_tie without task-level attribution.
task183,E:\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task183.onnx,SRC_KAGGLE_NOTEBOOK_OCTAVIO_6154,public_6154_baseline,true,4645,0.000000,GOLF_20260607_001_public_6154_repro,confirmed_baseline,Restored after GOLF_20260608_006_biohack_super_blend_structural_pass_mix produced bundle_tie without task-level attribution.
task184,E:\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task184.onnx,SRC_KAGGLE_NOTEBOOK_OCTAVIO_6154,public_6154_baseline,true,6934,0.000000,GOLF_20260607_001_public_6154_repro,confirmed_baseline,Restored after GOLF_20260608_006_biohack_super_blend_structural_pass_mix produced bundle_tie without task-level attribution.
task185,E:\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task185.onnx,SRC_KAGGLE_NOTEBOOK_OCTAVIO_6154,public_6154_baseline,true,18881,0.000000,GOLF_20260607_001_public_6154_repro,confirmed_baseline,Restored after GOLF_20260608_006_biohack_super_blend_structural_pass_mix produced bundle_tie without task-level attribution.
task186,E:\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task186.onnx,SRC_KAGGLE_NOTEBOOK_OCTAVIO_6154,public_6154_baseline,true,2418,0.000000,GOLF_20260607_001_public_6154_repro,confirmed_baseline,Restored after GOLF_20260608_006_biohack_super_blend_structural_pass_mix produced bundle_tie without task-level attribution.
task187,E:\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task187.onnx,SRC_KAGGLE_NOTEBOOK_OCTAVIO_6154,public_6154_baseline,true,8852,0.000000,GOLF_20260607_001_public_6154_repro,confirmed_baseline,Restored after GOLF_20260608_006_biohack_super_blend_structural_pass_mix produced bundle_tie without task-level attribution.
task188,E:\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task188.onnx,SRC_KAGGLE_NOTEBOOK_OCTAVIO_6154,public_6154_baseline,true,4356,0.000000,GOLF_20260607_001_public_6154_repro,confirmed_baseline,Restored after GOLF_20260608_006_biohack_super_blend_structural_pass_mix produced bundle_tie without task-level attribution.
task189,E:\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task189.onnx,SRC_KAGGLE_NOTEBOOK_OCTAVIO_6154,public_6154_baseline,true,8560,0.000000,GOLF_20260607_001_public_6154_repro,confirmed_baseline,Restored after GOLF_20260608_006_biohack_super_blend_structural_pass_mix produced bundle_tie without task-level attribution.
task190,E:\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task190.onnx,SRC_KAGGLE_NOTEBOOK_OCTAVIO_6154,public_6154_baseline,true,8781,0.000000,GOLF_20260607_001_public_6154_repro,confirmed_baseline,Restored after GOLF_20260608_006_biohack_super_blend_structural_pass_mix produced bundle_tie without task-level attribution.
task191,E:\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task191.onnx,SRC_KAGGLE_NOTEBOOK_OCTAVIO_6154,public_6154_baseline,true,13532,0.000000,GOLF_20260607_001_public_6154_repro,confirmed_baseline,Restored after GOLF_20260608_006_biohack_super_blend_structural_pass_mix produced bundle_tie without task-level attribution.
task192,E:\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task192.onnx,SRC_KAGGLE_NOTEBOOK_OCTAVIO_6154,public_6154_baseline,true,2511,0.000000,GOLF_20260607_001_public_6154_repro,confirmed_baseline,Restored after GOLF_20260608_006_biohack_super_blend_structural_pass_mix produced bundle_tie without task-level attribution.
task193,E:\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task193.onnx,SRC_KAGGLE_NOTEBOOK_OCTAVIO_6154,public_6154_baseline,true,1925,0.000000,GOLF_20260607_001_public_6154_repro,confirmed_baseline,Restored after GOLF_20260608_006_biohack_super_blend_structural_pass_mix produced bundle_tie without task-level attribution.
task194,E:\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task194.onnx,SRC_KAGGLE_NOTEBOOK_OCTAVIO_6154,public_6154_baseline,true,7454,0.000000,GOLF_20260607_001_public_6154_repro,confirmed_baseline,Restored after GOLF_20260608_006_biohack_super_blend_structural_pass_mix produced bundle_tie without task-level attribution.
task195,E:\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task195.onnx,SRC_KAGGLE_NOTEBOOK_OCTAVIO_6154,public_6154_baseline,true,5381,0.000000,GOLF_20260607_001_public_6154_repro,confirmed_baseline,Restored after GOLF_20260608_006_biohack_super_blend_structural_pass_mix produced bundle_tie without task-level attribution.
task196,E:\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task196.onnx,SRC_KAGGLE_NOTEBOOK_OCTAVIO_6154,public_6154_baseline,true,3457,0.000000,GOLF_20260607_001_public_6154_repro,confirmed_baseline,Restored after GOLF_20260608_006_biohack_super_blend_structural_pass_mix produced bundle_tie without task-level attribution.
task197,E:\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task197.onnx,SRC_KAGGLE_NOTEBOOK_OCTAVIO_6154,public_6154_baseline,true,1758,0.000000,GOLF_20260607_001_public_6154_repro,confirmed_baseline,Restored after GOLF_20260608_006_biohack_super_blend_structural_pass_mix produced bundle_tie without task-level attribution.
task198,E:\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task198.onnx,SRC_KAGGLE_NOTEBOOK_OCTAVIO_6154,public_6154_baseline,true,6979,0.000000,GOLF_20260607_001_public_6154_repro,confirmed_baseline,Restored after GOLF_20260608_006_biohack_super_blend_structural_pass_mix produced bundle_tie without task-level attribution.
task199,E:\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task199.onnx,SRC_KAGGLE_NOTEBOOK_OCTAVIO_6154,public_6154_baseline,true,2948,0.000000,GOLF_20260607_001_public_6154_repro,confirmed_baseline,Restored after GOLF_20260608_006_biohack_super_blend_structural_pass_mix produced bundle_tie without task-level attribution.
task200,E:\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task200.onnx,SRC_KAGGLE_NOTEBOOK_OCTAVIO_6154,public_6154_baseline,true,3848,0.000000,GOLF_20260607_001_public_6154_repro,confirmed_baseline,Restored after GOLF_20260608_006_biohack_super_blend_structural_pass_mix produced bundle_tie without task-level attribution.
task201,E:\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task201.onnx,SRC_KAGGLE_NOTEBOOK_OCTAVIO_6154,public_6154_baseline,true,10924,0.000000,GOLF_20260607_001_public_6154_repro,confirmed_baseline,Restored after GOLF_20260608_006_biohack_super_blend_structural_pass_mix produced bundle_tie without task-level attribution.
task202,E:\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task202.onnx,SRC_KAGGLE_NOTEBOOK_OCTAVIO_6154,public_6154_baseline,true,3582,0.000000,GOLF_20260607_001_public_6154_repro,confirmed_baseline,Restored after GOLF_20260608_006_biohack_super_blend_structural_pass_mix produced bundle_tie without task-level attribution.
task203,E:\kagglegolf\data\kaggle_code_single_task\extracted_onnx\galaxy2025_neurogolf_public_artifact_v1\task203.onnx,SRC_KAGGLE_NOTEBOOK_GALAXY_PUBLIC_ARTIFACT_V1,single_task_override,true,,0.040000,GOLF_20260609_081_stack_galaxy203,confirmed_lb_win,Promoted by positive single-task leaderboard attribution.
task204,E:\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task204.onnx,SRC_KAGGLE_NOTEBOOK_OCTAVIO_6154,public_6154_baseline,true,9669,0.000000,GOLF_20260607_001_public_6154_repro,confirmed_baseline,Restored after GOLF_20260608_006_biohack_super_blend_structural_pass_mix produced bundle_tie without task-level attribution.
task205,E:\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task205.onnx,SRC_KAGGLE_NOTEBOOK_OCTAVIO_6154,public_6154_baseline,true,48180,0.000000,GOLF_20260607_001_public_6154_repro,confirmed_baseline,Restored after GOLF_20260608_006_biohack_super_blend_structural_pass_mix produced bundle_tie without task-level attribution.
task206,E:\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task206.onnx,SRC_KAGGLE_NOTEBOOK_OCTAVIO_6154,public_6154_baseline,true,20303,0.000000,GOLF_20260607_001_public_6154_repro,confirmed_baseline,Restored after GOLF_20260608_006_biohack_super_blend_structural_pass_mix produced bundle_tie without task-level attribution.
task207,E:\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task207.onnx,SRC_KAGGLE_NOTEBOOK_OCTAVIO_6154,public_6154_baseline,true,2330,0.000000,GOLF_20260607_001_public_6154_repro,confirmed_baseline,Restored after GOLF_20260608_006_biohack_super_blend_structural_pass_mix produced bundle_tie without task-level attribution.
task208,E:\kagglegolf\data\external\hf_rogermt_neurogolf_solver\medal-solvers\optimized\task208.onnx,SRC_HF_ROGERMT_6273_SUBMISSION,single_task_override,true,,,GOLF_20260608_043_rogermt_task208_after020_probe,alternate_not_promoted,neutral_probe
task209,E:\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task209.onnx,SRC_KAGGLE_NOTEBOOK_OCTAVIO_6154,public_6154_baseline,true,122649,0.000000,GOLF_20260607_001_public_6154_repro,confirmed_baseline,Restored after GOLF_20260608_006_biohack_super_blend_structural_pass_mix produced bundle_tie without task-level attribution.
task210,E:\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task210.onnx,SRC_KAGGLE_NOTEBOOK_OCTAVIO_6154,public_6154_baseline,true,479,0.000000,GOLF_20260607_001_public_6154_repro,confirmed_baseline,Restored after GOLF_20260608_006_biohack_super_blend_structural_pass_mix produced bundle_tie without task-level attribution.
task211,E:\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task211.onnx,SRC_KAGGLE_NOTEBOOK_OCTAVIO_6154,public_6154_baseline,true,7454,0.000000,GOLF_20260607_001_public_6154_repro,confirmed_baseline,Restored after GOLF_20260608_006_biohack_super_blend_structural_pass_mix produced bundle_tie without task-level attribution.
task212,E:\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task212.onnx,SRC_KAGGLE_NOTEBOOK_OCTAVIO_6154,public_6154_baseline,true,6853,0.000000,GOLF_20260607_001_public_6154_repro,confirmed_baseline,Restored after GOLF_20260608_006_biohack_super_blend_structural_pass_mix produced bundle_tie without task-level attribution.
task213,E:\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task213.onnx,SRC_KAGGLE_NOTEBOOK_OCTAVIO_6154,public_6154_baseline,true,26897,0.000000,GOLF_20260607_001_public_6154_repro,confirmed_baseline,Restored after GOLF_20260608_006_biohack_super_blend_structural_pass_mix produced bundle_tie without task-level attribution.
task214,E:\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task214.onnx,SRC_KAGGLE_NOTEBOOK_OCTAVIO_6154,public_6154_baseline,true,7454,0.000000,GOLF_20260607_001_public_6154_repro,confirmed_baseline,Restored after GOLF_20260608_006_biohack_super_blend_structural_pass_mix produced bundle_tie without task-level attribution.
task215,E:\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task215.onnx,SRC_KAGGLE_NOTEBOOK_OCTAVIO_6154,public_6154_baseline,true,4015,0.000000,GOLF_20260607_001_public_6154_repro,confirmed_baseline,Restored after GOLF_20260608_006_biohack_super_blend_structural_pass_mix produced bundle_tie without task-level attribution.
task216,E:\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task216.onnx,SRC_KAGGLE_NOTEBOOK_OCTAVIO_6154,public_6154_baseline,true,19626,0.000000,GOLF_20260607_001_public_6154_repro,confirmed_baseline,Restored after GOLF_20260608_006_biohack_super_blend_structural_pass_mix produced bundle_tie without task-level attribution.
task217,E:\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task217.onnx,SRC_KAGGLE_NOTEBOOK_OCTAVIO_6154,public_6154_baseline,true,7268,0.000000,GOLF_20260607_001_public_6154_repro,confirmed_baseline,Restored after GOLF_20260608_006_biohack_super_blend_structural_pass_mix produced bundle_tie without task-level attribution.
task218,E:\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task218.onnx,SRC_KAGGLE_NOTEBOOK_OCTAVIO_6154,public_6154_baseline,true,9594,0.000000,GOLF_20260607_001_public_6154_repro,confirmed_baseline,Restored after GOLF_20260608_006_biohack_super_blend_structural_pass_mix produced bundle_tie without task-level attribution.
task219,E:\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task219.onnx,SRC_KAGGLE_NOTEBOOK_OCTAVIO_6154,public_6154_baseline,true,87016,0.000000,GOLF_20260607_001_public_6154_repro,confirmed_baseline,Restored after GOLF_20260608_006_biohack_super_blend_structural_pass_mix produced bundle_tie without task-level attribution.
task220,E:\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task220.onnx,SRC_KAGGLE_NOTEBOOK_OCTAVIO_6154,public_6154_baseline,true,3798,0.000000,GOLF_20260607_001_public_6154_repro,confirmed_baseline,Restored after GOLF_20260608_006_biohack_super_blend_structural_pass_mix produced bundle_tie without task-level attribution.
task221,E:\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task221.onnx,SRC_KAGGLE_NOTEBOOK_OCTAVIO_6154,public_6154_baseline,true,13333,0.000000,GOLF_20260607_001_public_6154_repro,confirmed_baseline,Restored after GOLF_20260608_006_biohack_super_blend_structural_pass_mix produced bundle_tie without task-level attribution.
task222,E:\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task222.onnx,SRC_KAGGLE_NOTEBOOK_OCTAVIO_6154,public_6154_baseline,true,2578,0.000000,GOLF_20260607_001_public_6154_repro,confirmed_baseline,Restored after GOLF_20260608_006_biohack_super_blend_structural_pass_mix produced bundle_tie without task-level attribution.
task223,E:\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task223.onnx,SRC_KAGGLE_NOTEBOOK_OCTAVIO_6154,public_6154_baseline,true,7454,0.000000,GOLF_20260607_001_public_6154_repro,confirmed_baseline,Restored after GOLF_20260608_006_biohack_super_blend_structural_pass_mix produced bundle_tie without task-level attribution.
task224,E:\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task224.onnx,SRC_KAGGLE_NOTEBOOK_OCTAVIO_6154,public_6154_baseline,true,6314,0.000000,GOLF_20260607_001_public_6154_repro,confirmed_baseline,Restored after GOLF_20260608_006_biohack_super_blend_structural_pass_mix produced bundle_tie without task-level attribution.
task225,E:\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task225.onnx,SRC_KAGGLE_NOTEBOOK_OCTAVIO_6154,public_6154_baseline,true,5386,0.000000,GOLF_20260607_001_public_6154_repro,confirmed_baseline,Restored after GOLF_20260608_006_biohack_super_blend_structural_pass_mix produced bundle_tie without task-level attribution.
task226,E:\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task226.onnx,SRC_KAGGLE_NOTEBOOK_OCTAVIO_6154,public_6154_baseline,true,4694,0.000000,GOLF_20260607_001_public_6154_repro,confirmed_baseline,Restored after GOLF_20260608_006_biohack_super_blend_structural_pass_mix produced bundle_tie without task-level attribution.
task227,E:\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task227.onnx,SRC_KAGGLE_NOTEBOOK_OCTAVIO_6154,public_6154_baseline,true,1435,0.000000,GOLF_20260607_001_public_6154_repro,confirmed_baseline,Restored after GOLF_20260608_006_biohack_super_blend_structural_pass_mix produced bundle_tie without task-level attribution.
task228,E:\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task228.onnx,SRC_KAGGLE_NOTEBOOK_OCTAVIO_6154,public_6154_baseline,true,4406,0.000000,GOLF_20260607_001_public_6154_repro,confirmed_baseline,Restored after GOLF_20260608_006_biohack_super_blend_structural_pass_mix produced bundle_tie without task-level attribution.
task229,E:\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task229.onnx,SRC_KAGGLE_NOTEBOOK_OCTAVIO_6154,public_6154_baseline,true,1735,0.000000,GOLF_20260607_001_public_6154_repro,confirmed_baseline,Restored after GOLF_20260608_006_biohack_super_blend_structural_pass_mix produced bundle_tie without task-level attribution.
task230,E:\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task230.onnx,SRC_KAGGLE_NOTEBOOK_OCTAVIO_6154,public_6154_baseline,true,3798,0.000000,GOLF_20260607_001_public_6154_repro,confirmed_baseline,Restored after GOLF_20260608_006_biohack_super_blend_structural_pass_mix produced bundle_tie without task-level attribution.
task231,E:\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task231.onnx,SRC_KAGGLE_NOTEBOOK_OCTAVIO_6154,public_6154_baseline,true,3468,0.000000,GOLF_20260607_001_public_6154_repro,confirmed_baseline,Restored after GOLF_20260608_006_biohack_super_blend_structural_pass_mix produced bundle_tie without task-level attribution.
task232,E:\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task232.onnx,SRC_KAGGLE_NOTEBOOK_OCTAVIO_6154,public_6154_baseline,true,2435,0.000000,GOLF_20260607_001_public_6154_repro,confirmed_baseline,Restored after GOLF_20260608_006_biohack_super_blend_structural_pass_mix produced bundle_tie without task-level attribution.
task233,E:\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task233.onnx,SRC_KAGGLE_NOTEBOOK_OCTAVIO_6154,public_6154_baseline,true,321271,0.000000,GOLF_20260607_001_public_6154_repro,confirmed_baseline,Restored after GOLF_20260608_006_biohack_super_blend_structural_pass_mix produced bundle_tie without task-level attribution.
task234,E:\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task234.onnx,SRC_KAGGLE_NOTEBOOK_OCTAVIO_6154,public_6154_baseline,true,8333,0.000000,GOLF_20260607_001_public_6154_repro,confirmed_baseline,Restored after GOLF_20260608_006_biohack_super_blend_structural_pass_mix produced bundle_tie without task-level attribution.
task235,E:\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task235.onnx,SRC_KAGGLE_NOTEBOOK_OCTAVIO_6154,public_6154_baseline,true,3931,0.000000,GOLF_20260607_001_public_6154_repro,confirmed_baseline,Restored after GOLF_20260608_006_biohack_super_blend_structural_pass_mix produced bundle_tie without task-level attribution.
task236,E:\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task236.onnx,SRC_KAGGLE_NOTEBOOK_OCTAVIO_6154,public_6154_baseline,true,1511,0.000000,GOLF_20260607_001_public_6154_repro,confirmed_baseline,Restored after GOLF_20260608_006_biohack_super_blend_structural_pass_mix produced bundle_tie without task-level attribution.
